set R := R1 R2 R3 R4 R5 R6;
param scenariuszeR : R1 R2 R3 R4 R5 R6 :=
82	1.79265951102259 1.62113422923091 1.07123127679038 1.74449035911231 1.63721285334966 1.59839778585142
83	1.12083725821852 1.71373715585443 1.20302285656683 1.66688154969167 1.11575487261193 1.84352436725002
84	0.904392803611559 1.81531874082302 0.880715314649451 1.68862824879408 0.885031229859748 1.64753259366083
85	1.09351577537585 1.95656542811657 0.68685760757702 1.6419960141274 1.10361706940936 1.3388992392161
86	1.66440800561836 1.58554240712491 1.28228662842014 1.76626741974668 1.38840344950935 1.67701398891437
87	1.39519541974165 1.78709633382088 1.22254475780919 1.90354205596308 0.608531009850363 1.81399137061566
88	0.777432577903647 1.83946606625722 1.05062355768858 1.6302560854635 1.18740865082548 1.55001031905399
89	1.29432011876144 1.67986601063325 0.932208029207835 1.66389721904399 1.03367468237994 1.70994227025457
90	0.823309145838892 1.74358030782077 1.2134081823458 1.71542804281138 0.966471843208539 1.71088364500525
91	0.826185806531225 1.94666989013374 1.0666506516164 1.85190525767842 0.747413135863794 1.47316121601604
92	0.857672484744298 1.7969238042862 0.979760422088267 1.71755260468693 0.843263264577912 1.6546051456111
93	0.404316051942282 1.90434536430284 1.07228183392691 1.69936438436032 0.860660564467959 1.62303985903035
94	1.75441498912344 1.76970283396979 1.01874079721047 1.75995590210708 1.26024646792208 1.58578933554008
95	1.26575450803778 1.73653440984274 1.13366803978096 1.71815473901524 1.09638882162182 1.60201012404242
96	0.334364651827674 1.77083365464171 1.31213784215737 1.77861581223371 0.793177385932876 1.64282276830004
97	0.560118096727163 1.838279472581 1.19386785415482 1.74634234887034 0.871006843987853 1.80517597679027
98	0.820734900699749 1.87871674711857 1.06073093653967 1.86631584376483 0.645927163058693 1.56659365257243
99	1.51935111040103 1.9037062522785 0.933087298092008 1.78751402082758 1.09593089279909 1.4275596709694
100	0.549929960642349 1.73441279902716 1.15418401836782 1.77882402617599 0.579869387252453 1.85551944638328
101	1.6746673880042 1.46884591089971 1.56771488521421 1.57738046471455 1.94313813694923 1.89775301348836
102	1.09276541957622 1.81467311266594 1.44275167650533 1.78288967552754 1.19322727724509 1.49403608161705
103	0.831479876701505 1.79418322387148 1.18785441175332 1.75034322745666 1.29106997089427 1.50730342063555
104	0.695465381249119 1.92923841052572 1.02551654783875 1.78073743580031 0.748192823462742 1.39970088620052
105	0.869541610786143 1.7652308803969 1.24308238496591 1.96317662989506 0.656505614999827 1.74273472801085
106	0.639443522967547 1.89708146889155 1.00660763329834 1.92905393053385 0.255494167948003 1.49785266942081
107	0.707038280884523 1.8454217194861 1.08024594278857 1.8955776902127 0.681935010220848 1.59611535777136
108	1.29940725453359 1.77146245607807 1.06909664833558 1.86892872798991 0.689141729639908 1.71344198969703
109	1.08633309594445 1.93449534537611 1.41086269776428 1.9529833514429 1.15860352920677 1.34054519833795
110	0.718079759978553 1.93024973845966 0.922813893739353 1.84305087556709 0.24635311071801 1.47820569917846
111	0.415152302717318 1.88281184957675 1.18595801304426 1.82378824054797 0.724064807070301 1.53856730105261
112	0.443266350201963 1.75034395234544 1.33190665827128 1.82136461217607 0.83002834408021 1.73979076720929
113	0.227658429231867 1.82070143754912 1.14982923114812 1.86398915133376 0.755487408691263 1.61157933821329
114	1.03589556123985 1.72798707721066 1.25683076442697 1.72721881908237 1.15809205617698 1.52693262112714
115	0.879897373105939 1.74951955699184 0.740630137338709 1.68473935895517 0.604703464774267 1.69321990414849
116	1.13587165739808 1.73116184821104 1.1190802180635 1.79683777510995 1.08637646177213 1.61589223884994
117	1.66532771438201 1.90205778905155 0.361610332448866 1.58351230921825 0.879472585520686 1.53640708655855
118	1.89058714782091 1.7800701314527 0.914606365795656 1.85844016724098 1.10001507220535 1.54850988528349
119	0.993216831699135 1.62378923075376 1.47986943673845 1.9424267284318 0.620132121846883 1.85779449991843
120	0.591934386825611 1.99541660588731 1.00123719535248 1.8976746089341 0.815590203142723 1.31462993488378
121	0.497175951291593 1.75225095558343 1.3049188919407 1.83604281712325 0.232193676408383 1.85142508215841
122	0.974110508530277 1.70370090670133 1.29790701112115 1.87259919508016 0.89192357262649 1.68041484362601
123	1.04227001723566 1.76146958610702 1.43110503083202 1.8956026763216 1.33756410548691 1.4267865498905
124	0.361430007015186 1.81106554107569 1.57384090336572 1.83061419537595 1.23053178641254 1.49042819448102
125	1.10964534906072 1.80931569423012 1.2146197101125 1.70195252536641 1.56605922112401 1.38855700847178
126	1.20415974868396 1.61707912744195 1.47477226312578 1.69514121805048 1.47304791312041 1.97396753598905
127	1.12452509897854 1.68763368034504 1.32586096630704 1.92201239753714 0.913941372200969 1.58647041955725
128	0.550935061757588 1.74516186410647 1.44139606405568 1.71374804537136 0.741482398341654 1.77555611831598
129	0.659208540747536 1.80462668975506 1.03405699786752 1.76678174218216 0.616714827377323 1.66300327005161
130	1.25527654551626 1.87583405804511 1.22438170499802 1.95330405937437 0.850253598137527 1.55625364545792
131	0.97948767343483 1.84117565007672 1.08335235575562 1.87592859048208 1.21144242501443 1.41102332572201
132	0.606812321548187 1.9487315217501 0.930725900077464 1.88138551105848 0.679466961885852 1.3616647463614
133	1.45144105802795 1.83510711383458 0.974610150178948 1.78261358012722 1.22919720097764 1.43543889665763
134	1.57293914479656 1.78678142955369 1.05458010627307 1.71845677697406 1.03469786104867 1.68327504934147
135	0.549567263459944 1.78689014838865 1.2578910401913 1.79568203339471 0.991116414808659 1.58581051340486
136	0.980041864083689 1.6785875796893 1.24565199261361 1.80873507280763 1.0683478708052 1.72406851355229
137	1.58780965285232 1.94546995698007 1.58241751493943 1.76239649547417 1.97787115850185 1.19423781900356
138	1.23685751508635 1.79817982422129 1.32656782543695 1.77993336654146 1.31595574399129 1.48732858967082
139	1.20040409010216 1.84913067820309 0.8689266134162 1.89234973005766 0.599670305975782 1.62765201384903
140	0.786593567982238 1.89481758692271 1.30863928529758 1.89008677844045 0.606023089589917 1.59464587173881
141	1.960337047032 1.81326427279184 0.86864240063616 1.85853723359782 0.945518635803304 1.71023573104302
142	0.232244800576393 1.81361712145286 1.19752302678498 1.94271498513249 0.514463297547776 1.52494791182048
143	0.401466003683825 1.92848672227061 1.41181627833534 1.95126542495083 1.18151290354333 1.34744774411572
144	0.476118831336775 1.7888303999496 1.15802119294197 1.89050573450321 0.253873439580461 1.86494750436499
145	1.26730365574958 1.84296471332006 0.591745174808885 1.59904760758585 0.937002686680288 1.61803814611922
146	0.440050858428419 1.76016680455684 1.26069604631897 1.70628012849845 1.29019450631824 1.55963907259959
147	0.392240543190777 1.75061448213538 0.92017412488615 1.74485118743872 0.217094511734308 1.65268124107931
148	0.424909657750526 1.78949548994626 1.5161396550756 1.94144300764321 1.06219573765985 1.62234233714639
149	0.483435125637501 1.73786200770693 1.32057429926908 1.79467947501585 0.623424730308048 1.74485000531551
150	0.864735142833597 1.79974390625546 1.24494146114116 1.81992686791916 0.524462782522703 1.68332564928628
151	0.688568286382494 1.7599241304623 1.18006159453113 1.8487046170939 0.535362162737503 1.69940349111421
152	1.21542643029647 1.73115328259893 1.29742454883826 1.83655032707075 0.780550924824488 1.76494054096111
153	1.45002984438334 1.56138287008788 1.43225038310747 1.78091706250434 1.22894369391804 1.80112565243837
154	0.376407042476031 1.86761579203216 1.49441415589326 1.71029714400459 1.67341557029324 1.33159901007149
155	1.08257808234777 1.84928628304114 1.06139574789778 1.70000282572894 0.839864202906533 1.64698010970605
156	0.391406195035037 1.86035552743927 0.715085404360827 1.7232144052974 1.3732271239101 1.70070442630078
157	1.02671245500367 1.75695121834805 1.07356067601746 1.72590608918075 1.10225742094697 1.55740674523002
158	0.496155135497856 1.95938270940609 1.4472244403337 1.95345060620076 0.509343084883304 1.57718462090542
159	0.205827830633515 1.79308335857078 1.54033994380794 1.76102401447656 0.484744454951265 1.84413761462318
160	0.624128206721527 1.89492424479692 1.38300020338827 1.72153382822707 1.41037388588664 1.37747291760834
161	1.06288839873693 1.8789126066263 0.678574995573056 1.72532555317601 1.23934875250812 1.20066044601527
162	1.56604429560268 1.79862801488729 1.38273484954317 1.86737194433461 1.51617064466326 1.48247576077506
163	0.765914832274363 1.821869027146 1.13210765356651 1.84521759942206 0.904972093654062 1.55815415951112
164	0.533539071528071 1.64406553640799 1.48947003039094 1.85934003642818 0.899892923796552 1.76155963935308
165	0.438416710618335 1.99246743761775 1.20782720476852 1.627587017081 1.12889418522131 1.41958187515999
166	0.756256226921137 1.96032046160062 1.03574106440929 1.7916199981155 1.46749646727319 1.18201126104511
167	1.20312226295039 1.81172556913059 1.13719876173706 1.76050776942769 0.72105199179709 1.85411290648974
168	1.71717473016919 1.55783630282737 1.16194277572585 1.6582380683775 0.998769847140607 1.98578981158381
169	0.647244947873009 1.82412079598614 1.08494581110033 1.84135089899082 0.616592370752451 1.74042612063808
170	1.25525788168588 1.55399381222528 1.34074483230988 1.86696898532895 1.58184359121479 1.5791444177889
171	0.960825570185642 1.6799645154182 1.26684520211115 1.75496737853724 0.574900643883581 1.97427696873296
172	1.45584343382783 1.76172164705662 0.913343168240009 1.64930147030786 1.36936425869557 1.52551726798658
173	0.519339729368211 1.6697126252166 1.74203656738624 1.8203040875306 1.04698835383391 1.71896649021422
174	1.16302082402954 1.61353275214981 1.69885011176296 1.46801894741505 1.76332399519277 1.79919345641251
175	0.857333798523681 1.81576200588745 0.97827233774001 1.72750186414871 1.00867965247078 1.67179364286373
176	0.79234184998187 1.76609391175729 1.12092512063589 1.82850769966201 0.685479142026592 1.77284972064497
177	0.202574528003683 1.59127133150232 1.53915219184774 1.93562959158722 0.958984571184047 1.93510894491383
178	1.58191441166721 1.9404382485961 1.04844335261358 1.68650264243767 1.21230507836538 1.44604576248619
179	0.964919704842649 1.78525859666594 1.15738833168612 1.79552709430777 0.84415207013936 1.78356720473364
180	0.881510499784158 1.75871703066634 1.59074763342608 1.7918560481422 1.4258836920525 1.3890750219609
181	0.942554922454385 1.73960805447993 1.2894562910715 1.72308878437065 0.834512735700598 1.62061744744826
182	1.38553857343252 1.70557421521957 0.943195370045463 1.70781190469054 1.07906338545803 1.62312101551793
183	1.00403749863658 1.75142775757849 1.033861120597 1.78793351631809 0.747971957761994 1.72768940257956
184	1.18825156195049 1.79156499465039 1.29688784384627 1.83771952021474 1.23988569119317 1.55806079874046
185	1.44551654825469 1.7826977369333 0.914894115674433 1.85690989712288 0.64296936040999 1.7980947165208
186	0.268605512206812 1.88637984690054 1.35305648332223 1.8425616231452 0.760998744233145 1.43994261435235
187	1.02820176809498 1.86617459799256 1.14195464435415 1.74351744473646 1.29835264296544 1.50259257956801
188	0.618107066060436 1.88819046198024 1.31873959561578 1.6643438276085 0.995939850874053 1.55957051551035
189	1.18787079207283 1.80481602122844 1.12290294479477 1.84563644142743 0.823069299315392 1.56926929890199
190	1.9442878340309 1.71822659503659 0.871643414530615 1.7948046226665 1.47290644982736 1.47317208157449
191	0.729515619927092 1.65313013551833 1.3970463078223 1.77588213096921 0.822450786557253 1.80716644927837
192	0.450720322324815 1.80552934846449 1.51593328541139 1.89832489100684 0.910591458489699 1.5333050249705
193	0.992926851826413 1.75868048976743 1.33699501951344 1.83311218115778 1.11388094996194 1.72153267681956
194	0.260811273004243 1.73516185022876 1.14344499103911 1.76917608333917 0.240470677245175 1.9131512330828
195	0.584439121714123 1.82535006085126 1.19396366038124 1.70589848843121 0.990232718536476 1.4895802735469
196	1.10369121841762 1.82809918921774 0.999939846935268 1.72765656940712 1.02624561867883 1.60881771037381
197	0.794061734209418 1.79522438849359 0.986019417637081 1.76671405116093 0.872961659330595 1.66079201547863
198	0.955728897086081 1.88974595801628 0.996021421186879 1.8136712691424 0.694653694036028 1.53056868682129
199	1.52936140792129 1.84935983484882 0.942905625795829 1.67204291417729 1.1966085859011 1.43359880026242
200	0.526758198591663 1.82118323287715 1.12211433013324 1.65905290169006 0.450893539230731 1.48808009678671
201	0.487451368311779 1.97548755887201 0.810726281642184 1.87183529689026 0.216386760324816 1.61388332755779
202	1.08348211518332 1.60407468341594 1.49093080106222 1.76056468493019 0.928799829102862 1.86217280825271
203	0.480399225788038 1.7910177654649 1.07774837918829 1.7939894726797 0.516430281032385 1.74765391318298
204	1.20547593912094 1.63138171161272 1.52280543788723 1.77876707123208 1.32361669505111 1.81976376707718
205	1.48925991395127 1.86733922263551 0.752057695405772 1.84092099377717 0.841324793991454 1.28515712690049
206	1.12242287661935 1.90258133120086 0.75894769704891 1.92766200815211 0.567843675289735 1.53052652304049
207	0.509275556615094 1.68371665490965 1.5408473902309 1.92751481362213 0.542902108714962 1.71731900783431
208	0.623652451560175 1.6828362190856 1.16338141066204 1.77360101884297 0.421094136731674 1.83043456591567
209	1.0147627665523 1.67925988408411 1.93092068634799 1.83976284861191 1.5310438870256 1.78784668768693
210	1.20970961636649 1.82272342834888 1.25250912464946 1.79917013330428 0.987834038615867 1.52724540287733
211	0.357199556089377 1.73295559842283 1.58598282692062 1.8466044996815 0.631251423298345 1.9025317004087
212	0.488011178424262 1.8849380113059 1.49141594469417 1.86996347694853 1.26869058019885 1.58394609410156
213	0.492618203042608 1.86721306434266 1.27848177792997 1.79907267504478 0.900637312912776 1.59322422797409
214	1.19156984446011 1.76757134050604 1.06702392093295 1.79776572600715 0.890201075032692 1.70304386169327
215	0.346067121946393 1.76962416518168 1.75340845995652 1.98763992441326 1.05367140616505 1.59764439326663
216	0.927396180089225 1.75861279421058 1.0091107005628 1.7050874293514 0.777058841361949 1.73764109160689
217	1.03351832126678 1.80250201981672 1.23546163684195 1.84005019100004 0.920655031120579 1.54352236425521
218	1.07551626469378 1.85961491972031 1.26784000152922 1.85348875399228 1.09504664249971 1.50007338485688
219	1.6301619063868 1.79179706926876 1.1252232546197 1.75476678521151 1.46553910767981 1.5081018471564
220	0.254730368745363 1.90542565183347 1.4958575155181 1.95096213164343 0.535626150200103 1.62573353523426
221	1.51416253772576 1.87050734634833 0.419421900893106 1.81399648577814 0.350500423658003 1.61659142714056
222	0.453222341365979 1.86179380243207 1.95427431062329 1.94427216887108 1.63770522760703 1.3976701281141
223	0.400493656239357 1.83093338768432 0.92367118383669 1.7249491144536 0.376384467096907 1.76304497042979
224	0.83877354857944 1.7648256178658 1.24340390095476 1.65132792330969 1.12914995491404 1.5740964635937
225	1.04881802215591 1.71278325169322 1.12592881324207 1.79313700644191 0.743113888619283 1.76929554873107
226	0.623225359591571 1.80040118622858 1.40014423564169 1.80326681879681 1.0273065062356 1.53099734994733
227	0.645592157255459 1.85706126818677 1.35227043103724 1.81905716114477 1.32596929225573 1.44186759369283
228	0.717155817338464 1.87767621175929 1.15980192546914 1.69363888882397 1.03721782075339 1.48417953710331
229	1.18458704183563 1.84555574802091 1.11121416690527 1.68342285125068 1.39873248607699 1.35005132212798
230	1.39882135050556 1.69431170010555 1.36202543723794 1.98983942257185 1.43618284793442 1.68623925830937
231	0.246670337156275 1.82792926387156 1.10726452427184 1.68045448344811 0.956017367628815 1.54092456757272
232	0.302968951028408 1.67473070464915 1.94872098756075 1.94384588542405 1.76272921165446 1.53757323544696
233	0.99245075878068 1.78989706995072 0.855226028872603 1.72027110672433 1.29873135603504 1.47517499961604
234	1.06917162280894 1.73138924526749 1.3677408016992 1.91957643642397 0.618942904670631 1.70857991455492
235	0.398599632136533 1.89669774440106 1.15217433741983 1.67218639053058 0.666981260914973 1.59294438650761
236	0.914814725020882 1.72419471192545 1.47164388725865 1.79768773517739 1.25216714100384 1.63499638716551
237	0.456516693297189 1.65800662773468 1.63527238550707 1.83311996588041 0.771691935751713 1.77502036675208
238	0.31185059676255 1.64155752792721 1.28288085808349 1.84905822820638 0.434725424694874 1.86397865767802
239	1.61653830333273 1.69052529287008 1.15567802972104 1.85327160926837 0.689069999845164 1.77840255981274
240	0.311652203409076 1.69923925240382 1.01696096409598 1.64374718166833 0.717262257963812 1.78977916811223
241	0.766525396447604 1.67457027601493 1.60054291286337 1.8557867639315 1.19945303348451 1.8168455344038
242	1.53470148395768 1.74432076870304 1.32176283189507 1.8408568541186 1.09170015780911 1.67608728619285
243	0.362746940249498 1.84058253890499 1.31772409647846 1.88470589116977 0.889238033492328 1.47120096755
244	1.16347299805998 1.77765542014897 1.3737511919398 1.69625306446927 1.39114836540266 1.53138419839596
245	1.92081376632232 1.55235618296919 0.992305504743782 1.79969807917507 1.15535384816906 1.70326898448568
246	0.200536120943071 1.78757212599751 1.20569120517126 1.83134023732719 0.62421968959926 1.52005457279874
247	0.928403492607217 1.74203064671455 1.0390446580491 1.72556194307356 0.548075161968658 1.87374763546926
248	0.878181469646448 1.78350514662445 1.56437389971967 1.91664384017292 0.978537812119696 1.61173455369939
249	0.718185352992379 1.8044949325971 1.12695294404741 1.77556451342391 0.524917440012553 1.71373878614337
250	1.23792860558397 1.63702391248126 1.44273803048412 1.99737056143194 0.906535714735899 1.86514623279679
251	1.02832568580547 1.83558312377203 0.874228053307316 1.84978590795526 0.715111703345165 1.68316566478917
252	1.14240016506169 1.75064295633875 1.33686792135374 1.87530353705594 1.09800862415563 1.61330598591665
253	1.2836799083535 1.83965027629444 1.20079065448346 1.71549073280328 1.39023985901696 1.61921981762572
254	0.797711873856351 1.81331101392417 1.61344328461001 1.90907036573988 1.29531009183802 1.1969212099988
255	1.66622705898231 1.89474388746422 0.689848074024222 1.76496800850932 0.64652330593213 1.34605543860521
256	1.35159717400409 1.74956463394261 1.21956659200482 1.93146972876842 1.6085558806737 1.2258203928296
257	0.668304304644361 1.87928255274012 1.26760807094553 1.87928843764507 0.948101109623829 1.43053900396677
258	0.821072713280526 1.82408464770589 1.04488468572081 1.80135679328052 0.237662537706115 1.76217223002605
259	0.45832280641295 1.9511807888158 0.835514822787913 1.84010432609758 0.293908243160876 1.59618027346305
260	1.54228072866191 1.60978829198016 1.14694957665308 1.78414324699576 0.896904925708507 1.95934956618059
261	1.39755000143831 1.79435889619666 1.26856863947748 1.96313625383442 0.861859511111225 1.54616115516246
262	1.62392188781555 1.62092283967908 1.08412301968284 1.84297667594259 0.465720034857183 1.91681567707462
263	0.827819213917656 1.75868033540758 1.3789410286766 1.82481761299378 1.2059317299041 1.40341598355262
264	0.486200913528543 1.54571445972422 1.81465446499323 1.86487417297497 1.43739098072011 1.67354404141959
265	0.941386025402074 1.98303586250975 0.691471026150208 1.90052247909193 0.666751923825861 1.36305784184128
266	0.438815229314503 1.80472771456075 1.33117684240387 1.761074168978 1.20989693756391 1.38723549403713
267	0.673721917262025 1.86207281895143 0.941318971637215 1.76643352591632 0.971472479039225 1.41284886244118
268	0.605124604131065 1.80463325994862 1.6252968695628 1.90547440839505 1.28581242884628 1.52389529816189
269	1.04323605194574 1.85185917327409 1.27277219961463 1.84564416674973 1.17997260140721 1.57139304049574
270	0.609602611147481 1.87316299702407 1.43543055223235 1.85114970073976 0.958553910484785 1.79049816204091
271	0.773287728723628 1.99605905700461 1.3014941849901 1.82300162522926 1.3770887407561 1.19244330690977
272	1.89675310057758 1.7272797022353 0.330573811336618 1.6566998898799 0.505274693524187 1.74565659665091
273	0.401916986225579 1.77073843827637 1.68043639786684 1.67395638310838 1.39758692000069 1.7111296919472
274	1.73016248834636 1.7204701012028 1.17112287840526 1.71770265741523 1.35854749203502 1.54991766235411
275	1.08023503544343 1.8028960461882 1.13935560539133 1.80039490479485 0.690819217046246 1.60134543528531
276	0.707584375604691 1.78733769027837 1.37958336063015 1.83887669598736 1.11352948051911 1.57264994100291
277	1.52781588238488 1.78059447861125 1.0476131567908 1.73956394226953 0.937062705015277 1.67416032839778
278	1.03573852753758 1.84459030620018 1.0809152842216 1.81460733513887 0.715589223896828 1.6486987114131
